Full Location Name	Latitude	Longitude	Public Notes	Private Notes	Trimmed Name	Alternate Names	Parent	Secondary Parents	Validity
Nariva River, Trinidad	10.427044	-61.032222	.	.	Nariva River	.	Trinidad	.	.
Caroni Swamp, Trinidad	10.595962	-61.454708	.	.	Caroni Swamp	.	Trinidad	.	.
Tucker Valley River, Trinidad	10.595962	-61.454708	Location not clear; Tucker Valley does not have an obvious river on maps	.	Tucker Valley River	.	Trinidad	.	.
Accabonac Harbor, Suffolk County, New York, USA	41.025875	-72.142348	.	.	Accabonac Harbor	.	Suffolk County, New York, USA	.	.
Hackensack Meadowlands, Bergen County, New Jersey, USA	40.812446	-74.037208	.	.	Hackensack Meadowlands	.	Bergen County, New Jersey, USA	.	.
Bergen County, New Jersey, USA	40.889008	-73.940614	.	.	Bergen County	.	New Jersey, USA	.	.
Great Sippewisset Marsh, Falmouth, Barnstable County, Massachusetts, USA	41.588399	-70.643328	.	.	Great Sippewisset Marsh	.	Falmouth, Barnstable County, Massachusetts, USA	.	.
West coast of Madagascar	-17.608816	43.957824	.	.	West coast of Madagascar	.	Madagascar	.	.
Weifang, Shandong, China	37.165308	119.235431	.	.	Weifang	.	Shandong, China	.	.
Channel Island Bridge, Darwin, Northern Territory, Australia	-12.554034	130.874507	.	.	Channel Island Bridge	.	Darwin, Northern Territory, Australia	.	.
Lamu Island, Lamu County, Kenya	-2.285021	40.858454	.	.	Lamu Island	.	Lamu County, Kenya	.	.
Lamu County, Kenya	-1.966781	40.822922	.	.	Lamu County	.	Kenya	.	.
Lampi Island, Myanmar	10.879286	98.220807	.	.	Lampi Island	.	Myanmar	.	.
Las Canteras Beach, Gran Canaria, Canary Islands, Spain	28.127164	-15.438205	.	.	Las Canteras Beach	.	Gran Canaria, Canary Islands, Spain	.	.
Gran Canaria, Canary Islands, Spain	27.958845	-15.585447	.	.	Gran Canaria	.	Canary Islands, Spain	.	.
Canary Islands, Spain	28.342519	-15.744339	.	.	Canary Islands	Canarias	Spain	Africa;Atlantic coast of Africa	.
Cape Verde	16.081212	-24.075060	.	.	Cape Verde	.	.	Africa;Atlantic coast of Africa	.
Gulf of Guinea	3.571985	4.802117	.	.	Gulf of Guinea	.	Atlantic coast of Africa	.	.
Chek Keng, Hong Kong, China	22.422605	114.351359	.	.	Chek Keng	.	Hong Kong, China	.	.
Chi Ma Wan, Hong Kong, China	22.243656	114.003394	.	.	Chi Ma Wan	.	Hong Kong, China	.	.
Ho Chung, Hong Kong, China	22.354624	114.245824	.	.	Ho Chung	.	Hong Kong, China	.	.
Kei Ling Ha Hoi, Hong Kong, China	22.431801	114.269497	.	.	Kei Ling Ha Hoi	.	Hong Kong, China	.	.
Kei Ling Ha Lo Wai, Hong Kong, China	22.411915	114.274436	.	.	Kei Ling Ha Lo Wai	.	Hong Kong, China	.	.
Lai Chi Chong, Hong Kong, China	22.453879	114.299896	.	.	Lai Chi Chong	.	Hong Kong, China	.	.
Lai Chi Wo, Hong Kong, China	22.527396	114.262165	.	.	Lai Chi Wo	.	Hong Kong, China	.	.
Ma Wan, Hong Kong, China	22.350023	114.059203	.	.	Ma Wan	.	Hong Kong, China	.	.
Mai Po, Hong Kong, China	22.495672	114.030004	.	.	Mai Po	.	Hong Kong, China	.	.
Nam Chung Yeung Uk, Hong Kong, China	22.523130	114.208184	.	.	Nam Chung Yeung Uk	.	Hong Kong, China	.	.
Pak Sha Wan, Hong Kong, China	22.278959	114.240998	.	.	Pak Sha Wan	.	Hong Kong, China	.	.
Pui O Wan, Hong Kong, China	22.236173	113.974454	.	.	Pui O Wan	.	Hong Kong, China	.	.
Sai Keng, Hong Kong, China	22.419776	114.268492	.	.	Sai Keng	.	Hong Kong, China	.	.
Sam A Chung, Hong Kong, China	22.510205	114.278950	.	.	Sam A Chung	.	Hong Kong, China	.	.
Sam Mun Tsai, Hong Kong, China	22.457310	114.212415	.	.	Sam Mun Tsai	.	Hong Kong, China	.	.
San Tau, Hong Kong, China	22.289726	113.923759	.	.	San Tau	.	Hong Kong, China	.	.
Sham Wat, Hong Kong, China	22.269740	113.887657	.	.	Sham Wat	.	Hong Kong, China	.	.
Sheung Pak Nai, Hong Kong, China	22.451343	113.961702	.	.	Sheung Pak Nai	.	Hong Kong, China	.	.
Shuen Wan, Hong Kong, China	22.507352	114.253053	.	.	Shuen Wan	.	Hong Kong, China	.	.
Shui Hau, Hong Kong, China	22.354538	114.245695	.	.	Shui Hau	.	Hong Kong, China	.	.
Tai Ho Wan, Hong Kong, China	22.299672	113.977757	.	.	Tai Ho Wan	.	Hong Kong, China	.	.
Tai Tan, Hong Kong, China	22.439949	114.332944	.	.	Tai Tan	.	Hong Kong, China	.	.
Tai Wan, Hong Kong, China	22.308343	114.193900	.	.	Tai Wan	.	Hong Kong, China	.	.
Ting Kok, Hong Kong, China	22.469469	114.210622	.	.	Ting Kok	.	Hong Kong, China	.	.
To Kwa Peng, Hong Kong, China	22.428571	114.337747	.	.	To Kwa Peng	.	Hong Kong, China	.	.
Tsim Bei Tsui, Hong Kong, China	22.486624	114.011804	.	.	Tsim Bei Tsui	.	Hong Kong, China	.	.
Tung Wan, Hong Kong, China	22.287439	114.042300	.	.	Tung Wan	.	Hong Kong, China	.	.
Wong Yi Chau, Hong Kong, China	22.388552	114.318050	.	.	Wong Yi Chau	.	Hong Kong, China	.	.
Wu Shek Kok, Hong Kong, China	22.534135	114.212219	.	.	Wu Shek Kok	.	Hong Kong, China	.	.
Yam O, Hong Kong, China	22.328699	114.023861	.	.	Yam O	.	Hong Kong, China	.	.
Yi O, Hong Kong, China	22.237329	113.848102	.	.	Yi O	.	Hong Kong, China	.	.
Hong Kong Wetland Park, Hong Kong, China	22.470646	114.007176	.	.	Hong Kong Wetland Park	.	Hong Kong, China	.	.
Lo Fu Wat, Hong Kong, China	22.487387	114.309901	.	.	Lo Fu Wat	.	Hong Kong, China	.	.
Tai Sham Chung, Hong Kong, China	22.442202	114.283655	.	.	Tai Sham Chung	.	Hong Kong, China	.	.
Tolo Pond, Hong Kong, China	22.440250	114.192456	.	.	Tolo Pond	.	Hong Kong, China	.	.
Siu Tan, Hong Kong, China	22.525699	114.265202	.	.	Siu Tan	.	Hong Kong, China	.	.
St. John, U.S. Virgin Islands	18.345565	-64.744870	.	.	St. John	.	U.S. Virgin Islands	.	.
Lieutenant River, Old Lyme, New London County, Connecticut, USA	41.310012	-72.339932	.	.	Lieutenant River	.	Old Lyme, New London County, Connecticut, USA	.	.
Old Lyme, New London County, Connecticut, USA	41.282695	-72.323402	.	.	Old Lyme	.	New London County, Connecticut, USA	.	.
Ambeua, Kaledupa, Southeast Sulawesi, Sulawesi, Indonesia	-5.497500	123.759761	.	.	Ambeua	.	Kaledupa, Southeast Sulawesi, Sulawesi, Indonesia	.	.
Segara Anakan Lagoon, Central Java, Java, Indonesia	-7.683333	108.916667	.	.	Segara Anakan Lagoon	.	Central Java, Java, Indonesia	.	.
Teluk Kodek, Lombok, West Nusa Tenggara, Indonesia	-8.393850	116.099750	.	.	Teluk Kodek	.	Lombok, West Nusa Tenggara, Indonesia	.	.
Teluk Kombal, Lombok, West Nusa Tenggara, Indonesia	-8.400424	116.086707	.	.	Teluk Kombal	.	Lombok, West Nusa Tenggara, Indonesia	.	.
Teluk Rasu, Lombok, West Nusa Tenggara, Indonesia	-8.728547	116.082919	.	.	Teluk Rasu	.	Lombok, West Nusa Tenggara, Indonesia	.	.
Teluk Eka, Lombok, West Nusa Tenggara, Indonesia	-8.899117	116.448594	.	.	Teluk Eka	.	Lombok, West Nusa Tenggara, Indonesia	.	.
Desa Sariwe, Lombok, West Nusa Tenggara, Indonesia	-8.823854	116.469658	.	.	Desa Sariwe	.	Lombok, West Nusa Tenggara, Indonesia	.	.
Teluk Telong Elong, Lombok, West Nusa Tenggara, Indonesia	-8.823854	116.469658	.	.	Teluk Telong Elong	.	Lombok, West Nusa Tenggara, Indonesia	.	.
Tanjung Luar, Lombok, West Nusa Tenggara, Indonesia	-8.776797	116.513504	.	.	Tanjung Luar	.	Lombok, West Nusa Tenggara, Indonesia	.	.
West Nusa Tenggara, Indonesia	-8.583333	116.116667	Province	.	West Nusa Tenggara	.	Indonesia	Indian Ocean	.
East Nusa Tenggara, Indonesia	-10.183333	123.583333	Province	.	East Nusa Tenggara	.	Indonesia	Indian Ocean	.
Riau Islands, Indonesia	3.933333	108.150000	Province	.	Riau Islands	.	Indonesia	Western Pacific Ocean	.
Kuwait Bay, Kuwait	29.475132	47.966351	.	.	Kuwait Bay	.	Kuwait	.	.
East coast of India	15.753473	80.801352	.	.	East coast of India	.	India	Bay of Bengal	.
Mtoni Estuary, Dar es Salaam, Tanzania	-6.822801	39.294192	.	.	Mtoni Estuary	.	Dar es Salaam, Tanzania	.	.
Unguja, Tanzania	-6.117598	39.341183	.	.	Unguja	.	Tanzania	.	.
Chwaka Bay, Unguja, Tanzania	-6.160727	39.458683	.	.	Chwaka Bay	.	Unguja, Tanzania	.	.
Pinoñes Mangrove Forest, Puerto Rico	18.451329	-65.957537	.	.	Pinoñes Mangrove Forest	.	Puerto Rico	.	.
Vista Bahia Golf Course, Rio Grande, Puerto Rico	18.406168	-65.797524	.	.	Vista Bahia Golf Course	.	Rio Grande, Puerto Rico	.	.
Rio Grande, Puerto Rico	18.412197	-65.818301	.	.	Rio Grande	.	Puerto Rico	.	.
Selangor River, Selangor, Malaysia	3.350000	101.250000	.	coords from paper	Selangor River	.	Selangor, Malaysia	.	.
Orient Beach State Park, Suffolk County, New York, USA	41.129276	-72.267117	.	.	Orient Beach State Park	.	Suffolk County, New York, USA	.	.
Mote Marine Laboratory, Placida, Charlotte County, Florida, USA	26.834102	-82.262201	This lab has since been relocated to Sarasota.	.	Mote Marine Laboratory	Cape Haze Marine Laboratory	Placida, Charlotte County, Florida, USA	.	.
Bell Creek, Beaufort, Carteret County, North Carolina, USA	34.785607	-76.679621	.	.	Bell Creek	Belle Creek	Beaufort, Carteret County, North Carolina, USA	.	.
Skipper's Cove, Panacea, Wakulla County, Florida, USA	30.048086	-84.359946	.	.	Skipper's Cove	.	Panacea, Wakulla County, Florida, USA	.	.
Levy Bay, Panacea, Wakulla County, Florida, USA	30.005684	-84.380272	.	.	Levy Bay	.	Panacea, Wakulla County, Florida, USA	.	.
Altamaha River, McIntosh County, Georgia, USA	31.339469	-81.426839	.	.	Altamaha River	.	McIntosh County, Georgia, USA	.	.
Clambank Creek, Georgetown County, South Carolina, USA	33.332592	-79.189070	.	.	Clambank Creek	.	Georgetown County, South Carolina, USA	.	.
Totness, Suriname	5.890946	-56.329654	.	.	Totness	.	Suriname	.	.
Weg naar See, Paramaibo, Suriname	5.900531	-55.209670	.	.	Weg naar See	Weg naar Zee	Paramaribo, Suriname	.	.
Krofajapasi Creek, Suriname	5.963944	-54.616733	Location approximate based on map in publication	.	Krofajapasi Creek	.	Suriname	.	.
Muni Lagoon, Ghana	5.329662	-0.644241	.	.	Muni Lagoon	.	Ghana	.	.
Southern Red Sea coast of Saudi Arabia	17.576733	42.135740	Coastal region south of Khor Amiq (18°27'44" N)	.	Southern Red Sea coast of Saudi Arabia	.	Saudi Arabia	Red Sea coast of Saudi Arabia	.
Ras Hatiba, Saudi Arabia	21.977672	38.934740	.	.	Ras Hatiba	.	Saudi Arabia	Red Sea coast of Saudi Arabia	.
Farasan Island, Saudi Arabia	16.777089	41.939572	Specifically at &ldquo;Gettlah&rdquo;	.	Farasan Island	.	Saudi Arabia	Southern Red Sea coast of Saudi Arabia	.
Jazan, Saudi Arabia	16.883614	42.539040	Specifically at &ldquo;Midaya&rdquo;	.	Jazan	.	Saudi Arabia	Southern Red Sea coast of Saudi Arabia	.
Pomene, Mozambique	-23.000031	35.575028	.	.	Pomene	.	Mozambique	.	.
Al Khiran, Kuwait	28.659936	48.349107	.	.	Al Khiran	.	Kuwait	.	.
Al Jahra, Kuwait	29.360254	47.704970	.	.	Al Jahra	.	Kuwait	Kuwait Bay, Kuwait	.
Sulaibikhat, Kuwait	29.319733	47.847136	.	.	Sulaibikhat	.	Kuwait	Kuwait Bay, Kuwait	.
Kathmah, Kuwait	29.415172	47.756102	Location approximate based on map in publication	.	Kathmah	.	Kuwait	Kuwait Bay, Kuwait	.
Al Memlahah, Kuwait	29.366667	47.700000	.	.	Al Memlahah	Doha	Kuwait	Kuwait Bay, Kuwait	.
Kuwait Towers, Kuwait City, Kuwait	29.392778	48.003056	.	.	Kuwait Towers	.	Kuwait City, Kuwait	.	.
Kuwait City, Kuwait	29.384853	47.975172	.	.	Kuwait City	.	Kuwait	Kuwait Bay, Kuwait	.
Sinnamary Estuary, French Guiana	5.477500	-53.000556	.	coords from paper	Sinnamary Estuary	.	French Guiana	.	.
Al-Gharqana, South Sinai Governorate, Egypt	28.105308	34.437909	.	Location from El Serehy	Al-Gharqana	Shura El Gharqana	South Sinai Governorate, Egypt	Gulf of Aqaba, Red Sea	.
Al-Rewaissia, South Sinai Governorate, Egypt	28.178459	34.447631	.	Location from El Serehy	Al-Rewaissia	Shura El Ruwaysia	South Sinai Governorate, Egypt	Gulf of Aqaba, Red Sea	.
Mangrove 17 km south of Safaga, Red Sea Governorate, Egypt	26.625270	33.997201	Location approximate	.	Safaga	.	Red Sea Governorate, Egypt	.	.
El Hamraween Mangrove, Red Sea Governorate, Egypt	26.398467	34.117618	Location approximate (36km north of Qusier)	.	El Hamraween Mangrove	.	Red Sea Governorate, Egypt	.	.
Hamata, Red Sea Governorate, Egypt	24.288315	35.377430	.	.	Hamata	.	Red Sea Governorate, Egypt	.	.
Abi Estuary, Bandar Abbas, Hormozgan Province, Iran	27.183333	56.400000	.	coords from paper	Abi Estuary	.	Bandar Abbas, Hormozgan Province, Iran	.	.
Sirik Mangrove Forest, Hormozgan Province, Iran	26.316667	57.083333	.	coords from paper	Sirik Mangrove Forest	.	Hormozgan Province, Iran	Gulf of Oman coast of Iran	.
Holor, Qeshm, Hormozgan Province, Iran	26.978231	56.091313	.	.	Holor	.	Qeshm, Hormozgan Province, Iran	.	.
Bandar Khamir, Hormozgan Province, Iran	26.940346	55.591144	.	.	Bandar Khamir	.	Hormozgan Province, Iran	Persian Gulf coast of Iran	.
Bandar Kong, Hormozgan Province, Iran	26.603210	54.954084	.	.	Bandar Kong	.	Hormozgan Province, Iran	Persian Gulf coast of Iran	.
Kolāhi, Hormozgan Province, Iran	27.056855	56.860020	.	.	Kolāhi	.	Hormozgan Province, Iran	Gulf of Oman coast of Iran	.
Bandar-Tiab, Hormozgan Province, Iran	27.113057	56.860578	.	.	Bandar-Tiab	.	Hormozgan Province, Iran	Gulf of Oman coast of Iran	.
Bandar-Pohl, Hormozgan Province, Iran	26.974069	55.747692	.	.	Bandar-Pohl	.	Hormozgan Province, Iran	Persian Gulf coast of Iran	.
Mahtabi, Hormozgan Province, Iran	26.786686	55.331641	.	.	Mahtabi	.	Hormozgan Province, Iran	Persian Gulf coast of Iran	.
Noghasha, Qeshm, Hormozgan Province, Iran	26.732490	55.847550	.	.	Noghasha	Naghasheh	Qeshm, Hormozgan Province, Iran	.	.
Band-Chapi, Qeshm, Hormozgan Province, Iran	26.713489	55.911000	.	.	Band-Chapi	.	Qeshm, Hormozgan Province, Iran	.	.
Bushehr Province, Iran	28.515900	51.087188	.	.	Bushehr Province	.	Iran	Persian Gulf coast of Iran	.
Khuzestan Province, Iran	30.424486	49.086503	.	.	Khuzestan Province	.	Iran	Persian Gulf coast of Iran	.
Bandar Imam Khomeini, Khuzestan Province, Iran	30.459457	49.076512	.	.	Bandar Imam Khomeini	Bandar Emam	Khuzestan Province, Iran	.	.
Mahshahr, Khuzestan Province, Iran	30.507824	49.206209	Majidieh Fishery Jetty	.	Mahshahr	.	Khuzestan Province, Iran	.	.
Arvandroud River, Khuzestan Province, Iran	29.935988	48.608375	River on border of Iran and Kuwait	.	Arvandroud River	.	Khuzestan Province, Iran	.	.
Delvar, Bushehr Province, Iran	28.750178	51.047652	.	.	Delvar	.	Bushehr Province, Iran	.	.
Mond, Bushehr Province, Iran	28.015482	51.371845	.	.	Mond	.	Bushehr Province, Iran	.	.
Bandar Rig, Bushehr Province, Iran	29.486323	50.623810	.	.	Bandar Rig	.	Bushehr Province, Iran	.	.
Bandar-Dayyer, Bushehr Province, Iran	27.830199	51.927371	.	.	Bandar-Dayyer	.	Bushehr Province, Iran	.	.
Bandar-Banak, Bushehr Province, Iran	27.842139	52.016833	.	.	Bandar-Banak	.	Bushehr Province, Iran	.	.
Emamzadeh Shah Abdolah, Bushehr Province, Iran	30.175961	50.096461	.	.	Emamzadeh Shah Abdolah	.	Bushehr Province, Iran	.	.
Ramleh, Bushehr Province, Iran	29.196333	50.664440	.	.	Ramleh	.	Bushehr Province, Iran	.	.
Chah Shur, Bushehr Province, Iran	29.691656	50.370258	.	.	Chah Shur	.	Bushehr Province, Iran	.	.
Nayband Gulf, Bushehr Province, Iran	27.428108	52.637750	.	.	Nayband Gulf	Khalij-Nayband	Bushehr Province, Iran	.	.
Boveyrat, Bushehr Province, Iran	29.939946	50.156688	.	.	Boveyrat	Bavirat	Bushehr Province, Iran	.	.
Lilitin, Bushehr Province, Iran	29.873377	50.200304	.	.	Lilitin	Laylatayn	Bushehr Province, Iran	.	.
Pohl Port Mangrove, Bandar Abbas, Hormozgan Province, Iran	27.030694	55.748778		coords from paper	Pohl Port Mangrove	.	Bandar Abbas, Hormozgan Province, Iran	.	.
Contai, Purba Medinipur District, West Bengal, India	21.699987	87.760478	.	.	Contai	.	Purba Medinipur District, West Bengal, India	.	.
Kolkata, West Bengal, India	22.579586	88.347226	.	.	Kolkata	Calcutta	West Bengal, India	.	.
Matā'utu, Wallis, Wallis and Futuna	-13.284137	-176.175269	.	.	Matā'utu	.	Wallis, Wallis and Futuna	.	.
Al Darb, Jazan, Saudi Arabia	17.636119	42.100236	.	.	Al Darb	.	Jazan, Saudi Arabia	.	.
Bang Rin, Ranong, Thailand	9.934362	98.603507	.	.	Bang Rin	.	Ranong, Thailand	.	.
Kampung Perepat Kapar, Selangor, Malaysia	3.093051	101.343312	.	.	Kampung Perepat Kapar	.	Selangor, Malaysia	.	.
Sungai Sementa Besar, Kampung Perepat Kapar, Selangor, Malaysia	3.076711	101.356570	.	.	Sungai Sementa Besar	.	Kampung Perepat Kapar, Selangor, Malaysia	.	.
Thomatis Creek, Queensland, Australia	-16.830211	145.732478	.	.	Thomatis Creek	.	Queensland, Australia	Northeastern Queensland, Australia	.
Badung Regency, Bali, Indonesia	-8.681359	115.149051	.	.	Badung Regency	.	Bali, Indonesia	.	.
Kuta, Badung Regency, Bali, Indonesia	-8.722249	115.169129	.	.	Kuta (Bali)	.	Badung Regency, Bali, Indonesia	.	.
Pantuan, East Kalimantan, Borneo, Indonesia	-0.592712	117.475218	.	.	Pantuan	.	East Kalimantan, Borneo, Indonesia	.	.
Matutinao R. Badian, Cebu, Philippines	9.819868	123.371930	.	.	Matutinao R. Badian	.	Cebu, Philippines	.	.
Yanshui, Tainan, Taiwan	23.298559	120.108952	.	.	Yanshui	.	Tainan, Taiwan	.	.
East Godavari District, Andhra Pradesh, India	16.930659	82.247908	District	.	East Godavari District	.	Andhra Pradesh, India	.	.
Kakinada, East Godavari District, Andhra Pradesh, India	16.983828	82.277278	.	.	Kakinada	.	East Godavari District, Andhra Pradesh, India	.	.
Sakhinetipalli, East Godavari District, Andhra Pradesh, India	16.441682	81.712490	.	.	Sakhinetipalli	.	East Godavari District, Andhra Pradesh, India	.	.
Nizampatnam, Guntur District, Andhra Pradesh, India	15.898812	80.667049	.	.	Nizapatnam	.	Guntur District, Andhra Pradesh, India	.	.
Nellore District, Andhra Pradesh, India	14.581695	80.184487	District	.	Nellore District	.	Andhra Pradesh, India	.	.
Kottha Koduru, Nellore District, Andhra Pradesh, India	14.411833	80.174938	.	.	Kottha Koduru	.	Nellore District, Andhra Pradesh, India	.	.
Muthukur, Nellore District, Andhra Pradesh, India	14.266700	80.100000	.	.	Muthukur	.	Nellore District, Andhra Pradesh, India	.	.
Vizianagaram District, Andhra Pradesh, India	18.013257	83.569926	District	.	Vizianagaram District	.	Andhra Pradesh, India	.	.
Konada, Vizianagaram District, Andhra Pradesh, India	18.012131	83.570866	.	.	Konada	.	Vizianagaram District, Andhra Pradesh, India	.	.
Puluguvari Palem, Guntur District, Andhra Pradesh, India	15.872059	80.615423	Exact location unknown	.	Puluguvari Palem	.	Guntur District, Andhra Pradesh, India	.	.
Krishnapatnam, Nellore District, Andhra Pradesh, India	14.252371	80.118889	.	.	Krishnapatnam	.	Andhra Pradesh, India	.	.
Divar Island, Goa, India	15.525018	73.907297	.	.	Divar Island	Diwadi Island	Goa, India	.	.
Canacona, Goa, India	14.989167	74.046716	.	.	Canacona	.	Goa, India	.	.
Zuari River, Goa, India	15.409200	73.919215	.	.	Zuari River	.	Goa, India	.	.
Agaçaim, Goa, India	15.414351	73.911156	.	.	Agaçaim	.	Goa, India	Zuari River, Goa, India	.
Rassaim, Goa, India	15.368020	73.964076	.	.	Rassaim	.	Goa, India	Zuari River, Goa, India	.
Chorão Island, Goa, India	15.539446	73.884646	.	.	Chorão Island	.	Goa, India	.	.
Betim, Goa, India	15.506379	73.831611	.	.	Betim	.	Goa, India	.	.
Cooum River, Chennai, Tamil Nadu, India	13.068675	80.285066	.	.	Cooum River	.	Chennai, Tamil Nadu, India	.	.
Napier Bridge, Cooum River, Chennai, Tamil Nadu, India	13.068892	80.284265	.	.	Napier Bridge	Iron Bridge	Cooum River, Chennai, Tamil Nadu, India	.	.
Adyar Beach, Chennai, Tamil Nadu, India	13.000827	80.273461	.	.	Adyar Beach	.	Chennai, Tamil Nadu, India	.	.
Parangipettai, Cuddalore District, Tamil Nadu, India	11.518491	79.769853	.	.	Parangipettai	.	Cuddalore District, Tamil Nadu, India	.	.
Manauli Island, Ramanathapuram District, Tamil Nadu, India	9.215551	79.129377	.	.	Manauli Island	.	Ramanathapuram District, Tamil Nadu, India	.	.
Mandapam, Ramanathapuram District, Tamil Nadu, India	9.277173	79.126453	.	.	Mandapam	.	Ramanathapuram District, Tamil Nadu, India	.	.
Kundugal Point, Ramanathapuram District, Tamil Nadu, India	9.257617	79.214478	.	.	Kundugal Point	.	Ramanathapuram District, Tamil Nadu, India	.	.
Vaigai River, Ramanathapuram District, Tamil Nadu, India	9.346105	78.998380	.	.	Vaigai River	.	Ramanathapuram District, Tamil Nadu, India	.	.
Dare County, North Carolina, USA	35.772801	-75.738978	.	.	Dare County	.	North Carolina, USA	.	.
Duck, Dare County, North Carolina, USA	36.186243	-75.760330	.	.	Duck	.	Dare County, North Carolina, USA	.	.
Middle Atlantic Bight	40.217269	-73.402133	.	.	Middle Atlantic Bight	New York/New Jersey Bight	Atlantic coast of United States	.	.
Great Marsh, Sussex County, Delaware, USA	38.799122	-75.193984	.	.	Great Marsh	.	Sussex County, Delaware, USA	.	.
W.E. Honey Park, Wilmington River, Chatham County, Georgia, USA	32.037278	-81.048103	.	.	W.E. Honey Park	.	Wilmington River, Chatham County, Georgia, USA	.	.
McQueens Island, Chatham County, Georgia, USA	32.040606	-80.952942	.	.	McQueens Island	.	Chatham County, Georgia, USA	.	.
Gloucester County, Virginia, USA	37.404424	-76.491263	.	.	Gloucester County	.	Virginia, USA	.	.
King's Creek, Gloucester County, Virginia, USA	37.308611	-76.418056			King's Creek	.	Gloucester County, Virginia, USA	.	.
Jaguaribe River, Ceará, Brazil	-4.449138	-37.792888	.	.	Jaguaribe River	.	Ceará, Brazil	.	.
Vembanad Lake, Kerala, India	9.596210	76.399346	.	.	Vembanad Lake	.	Kerala, India	.	.
Mandovi River, Goa, India	15.506200	73.908142	.	.	Mandovi River	.	Goa, India	.	.
Ela Dhauji, Goa, India	15.514171	73.922270	.	.	Ela Dhauji	.	Goa, India	.	.
Nancowry, Nicobar Islands	7.975509	93.557203	.	.	Nancowry	.	Nicobar Islands	.	.
Great Nicobar, Nicobar Islands	7.026931	93.821754	.	.	Great Nicobar	.	Nicobar Islands	.	.
Car Nicobar, Nicobar Islands	9.174095	92.777255	.	.	Car Nicobar	.	Nicobar Islands	.	.
Little Andaman, Andaman Islands	10.701536	92.483248	.	.	Little Andaman	.	Andaman Islands	.	.
Middle Andaman, Andaman Islands	12.535910	92.818381	.	.	Middle Andaman	.	Andaman Islands	.	.
North Andaman, Andaman Islands	13.211948	92.910514	.	.	North Andaman	.	Andaman Islands	.	.
Chongming Island, Shanghai, China	31.641800	121.565400	.	.	Chongming Island	.	Shanghai, China	.	.
Catalina Harbor, Catalina Island, Los Angeles County, California, USA	33.430712	-118.507240	.	.	Catalina Harbor	.	Catalina Island, Los Angeles County, California, USA	.	.
Baía do Caeté, Pará, Brazil	-0.906664	-46.589683	.	.	Baía do Caeté	Caeté Bay	Pará, Brazil	.	.
Furo do Meio, Baía do Caeté, Pará, Brazil	-0.875565	-46.633100	.	.	Furo do Meio	.	Baía do Caeté, Pará, Brazil	.	.
Weedon Island Preserve, St. Petersburg, Pinellas County, Florida, USA	27.884976	-82.600739	.	.	Weedon Island Preserve	.	St. Petersburg, Pinellas County, Florida, USA	Tampa Bay, Florida, USA	.
Sabaki, Malindi, Kilifi County, Kenya	-3.188471	40.129436	.	.	Sabaki	.	Malindi, Kilifi County, Kenya	.	.
Malindi, Kilifi County, Kenya	-3.223894	40.129799	.	.	Malindi	.	Kilifi County, Kenya	.	.
Klong Ngao, Phang Nga, Thailand	9.092145	98.340202	.	.	Klong Ngao	.	Phang Nga, Thailand	.	.
Phang Nga, Thailand	8.560954	98.229381	.	.	Phang Nga	.	West coast of Thailand	.	.
North Falmouth, Falmouth, Barnstable County, Massachusetts, USA	41.646666	-70.645465	.	.	North Falmouth	.	Falmouth, Barnstable County, Massachusetts, USA	.	.
Wild Harbor, North Falmouth, Falmouth, Barnstable County, Massachusetts, USA	41.638331	-70.646871	.	.	Wild Harbor	.	North Falmouth, Falmouth, Barnstable County, Massachusetts, USA	.	.
Sarasota, Sarasota County, Florida, USA	27.334794	-82.551836	.	.	Sarasota	.	Sarasota County, Florida, USA	.	.
Eastpoint, Franklin County, Florida, USA	29.728752	-84.896028	.	.	Eastpoint	.	Franklin County, Florida, USA	.	.
Mahakam River Delta, East Kalimantan, Borneo, Indonesia	-0.586629	117.286220	.	.	Mahkam River Delta	.	East Kalimantan, Borneo, Indonesia	.	.
Bayor, Mahakam River Delta, East Kalimantan, Borneo, Indonesia	-0.709047	117.514206	.	.	Bayor	.	Mahakam River Delta, East Kalimantan, Borneo, Indonesia	.	.
Ilu, Mahakam River Delta, East Kalimantan, Borneo, Indonesia	-0.419494	117.544653	.	.	Ilu	.	Mahakam River Delta, East Kalimantan, Borneo, Indonesia	.	.
Kaeli, Mahakam River Delta, East Kalimantan, Borneo, Indonesia	-0.492515	117.568990	.	.	Kaeli	.	Mahakam River Delta, East Kalimantan, Borneo, Indonesia	.	.
Beji, Mahakam River Delta, East Kalimantan, Borneo, Indonesia	-0.810978	117.491400	.	.	Beji	.	Mahakam River Delta, East Kalimantan, Borneo, Indonesia	.	.
Cajigal, Sucre, Venezuela	10.549402	-62.804592	.	.	Cajigal	.	Sucre, Venezuela	.	.
Muskeget Island, Nantucket County, Massachusetts, USA	41.335776	-70.299878	.	.	Muskeget Island	.	Nantucket County, Massachusetts, USA	.	.
Nantucket County, Massachusetts, USA	41.269261	-70.084150	.	.	Nantucket County	.	Massachusetts, USA	.	.
Lampung Bay, Lampung, Sumatra, Indonesia	-5.652060	105.338301	.	.	Lampung Bay	.	Lampung, Sumatra, Indonesia	.	.
Muntun, Lampung, Sumatra, Indonesia	-5.513791	105.262425	.	.	Muntun	.	Lampung, Sumatra, Indonesia	Lampung Bay, Lampung, Sumatra, Indonesia	.
