Type	Ref	Author	Year	Title	Image	ext	species	Notes
science	Crane1975	Crane	1975	Uca formosensis	Crane_Uca_formosensis1	png	formosensis	This drawing is from Crane (1975). It shows the denuded gonopod of {{formosensis}}.
science	Crane1975	Crane	1975	Uca tangeri	Crane_Uca_tangeri3	png	tangeri	This drawing is from Crane (1975). It shows the denuded gonopod of {{tangeri}}.
science	Crane1975	Crane	1975	Uca vocans borealis	Crane_Uca_vocans_borealis1	png	borealis	This drawing is from Crane (1975). It shows the denuded gonopod of {{borealis}}.
science	Crane1975	Crane	1975	Uca vocans pacificensis	Crane_Uca_vocans_pacificensis1	png	excisa	This drawing is from Crane (1975). It shows the denuded gonopod of {{excisa}}.
science	Crane1975	Crane	1975	Uca vocans hesperiae	Crane_Uca_vocans_hesperiae1	png	hesperiae	This drawing is from Crane (1975). It shows the denuded gonopod of {{hesperiae}}.
science	Crane1975	Crane	1975	Uca vocans vocans	Crane_Uca_vocans_vocans1	png	vocans	This drawing is from Crane (1975). It shows the denuded gonopod of {{vocans}}.
science	Crane1975	Crane	1975	Uca vocans dampieri	Crane_Uca_vocans_dampieri1	png	dampieri	This drawing is from Crane (1975). It shows the denuded gonopod of {{dampieri}}.
science	Crane1975	Crane	1975	Uca vocans vomeris	Crane_Uca_vocans_vomeris1	png	vomeris	This drawing is from Crane (1975). It shows the denuded gonopod of {{vomeris}}.
science	Crane1975	Crane	1975	Uca vocans borealis	Crane_Uca_vocans_borealis2	png	borealis	This drawing is from Crane (1975). It shows the female gonopore of {{borealis}}.
science	Crane1975	Crane	1975	Uca vocans pacificensis	Crane_Uca_vocans_pacificensis2	png	excisa	This drawing is from Crane (1975). It shows the female gonopore of {{excisa}}.
science	Crane1975	Crane	1975	Uca vocans hesperiae	Crane_Uca_vocans_hesperiae2	png	hesperiae	This drawing is from Crane (1975). It shows the female gonopore of {{hesperiae}}.
science	Crane1975	Crane	1975	Uca vocans vocans	Crane_Uca_vocans_vocans2	png	vocans	This drawing is from Crane (1975). It shows the female gonopore of {{vocans}}.
science	Crane1975	Crane	1975	Uca vocans dampieri	Crane_Uca_vocans_dampieri2	png	dampieri	This drawing is from Crane (1975). It shows the female gonopore of {{dampieri}}.
science	Crane1975	Crane	1975	Uca vocans vomeris	Crane_Uca_vocans_vomeris2	png	vomeris	This drawing is from Crane (1975). It shows the female gonopore of {{vomeris}}.
science	Crane1975	Crane	1975	Uca ornata	Crane_Uca_ornata3	png	ornata	This drawing is from Crane (1975). It shows the denuded gonopod of {{ornata}}.
science	Crane1975	Crane	1975	Uca stylifera	Crane_Uca_stylifera1	png	stylifera	This drawing is from Crane (1975). It shows the denuded gonopod of {{stylifera}}.
science	Crane1975	Crane	1975	Uca princeps monilifera	Crane_Uca_princeps_monilifera1	png	monilifera	This drawing is from Crane (1975). It shows the denuded gonopod of {{monilifera}}.
science	Crane1975	Crane	1975	Uca princeps princeps	Crane_Uca_princeps_princeps1	png	princeps	This drawing is from Crane (1975). It shows the denuded gonopod of {{princeps}}.
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani2	png	maracoani	This drawing is from Crane (1975). It shows the denuded gonopod of {{maracoani}}.
science	Crane1975	Crane	1975	Uca maracoani insignis	Crane_Uca_maracoani_insignis1	png	insignis	This drawing is from Crane (1975). It shows the denuded gonopod of {{insignis}}.
science	Crane1975	Crane	1975	Uca heteropleura	Crane_Uca_heteropleura4	png	heteropleura	This drawing is from Crane (1975). It shows the denuded gonopod of {{heteropleura}}.
science	Crane1975	Crane	1975	Uca major	Crane_Uca_major1	png	major	This drawing is from Crane (1975). It shows the denuded gonopod of {{major}}.
science	Crane1975	Crane	1975	Uca pygmaea	Crane_Uca_pygmaea2	png	pygmaea	This drawing is from Crane (1975). It shows the denuded gonopod of {{pygmaea}}.
science	Crane1975	Crane	1975	Uca panamensis	Crane_Uca_panamensis3	png	panamensis	This drawing is from Crane (1975). It shows the denuded gonopod of {{panamensis}}.
science	Crane1975	Crane	1975	Uca brevifrons	Crane_Uca_brevifrons3	png	brevifrons	This drawing is from Crane (1975). It shows the denuded gonopod of {{brevifrons}}.
science	Crane1975	Crane	1975	Uca burgersi	Crane_Uca_burgersi2	png	burgersi	This drawing is from Crane (1975). It shows the denuded gonopod of {{burgersi}}.
science	Crane1975	Crane	1975	Uca vocator ecuadoriensis	Crane_Uca_vocator_ecuadoriensis6	png	ecuadoriensis	This drawing is from Crane (1975). It shows the denuded gonopod of {{ecuadoriensis}}.
science	Crane1975	Crane	1975	Uca vocator vocator	Crane_Uca_vocator_vocator1	png	vocator	This drawing is from Crane (1975). It shows the denuded gonopod of {{vocator}}.
science	Crane1975	Crane	1975	Uca subcylindrica	Crane_Uca_subcylindrica1	png	subcylindrica	This drawing is from Crane (1975). It shows the denuded gonopod of {{subcylindrica}}.
science	Crane1975	Crane	1975	Uca galapagensis galapagensis	Crane_Uca_galapagensis_galapagensis1	png	galapagensis	This drawing is from Crane (1975). It shows the denuded gonopod of {{galapagensis}}.
science	Crane1975	Crane	1975	Uca galapagensis herradurensis	Crane_Uca_galapagensis_herradurensis1	png	herradurensis	This drawing is from Crane (1975). It shows the denuded gonopod of {{herradurensis}}.
science	Crane1975	Crane	1975	Uca rapax rapax	Crane_Uca_rapax_rapax1	png	rapax	This drawing is from Crane (1975). It shows the denuded gonopod of {{rapax}}.
science	Crane1975	Crane	1975	Uca minax	Crane_Uca_minax1	png	minax	This drawing is from Crane (1975). It shows the denuded gonopod of {{minax}}.
science	Crane1975	Crane	1975	Uca pugnax pugnax	Crane_Uca_pugnax_pugnax2	png	pugnax	This drawing is from Crane (1975). It shows the denuded gonopod of {{pugnax}}.
science	Crane1975	Crane	1975	Uca mordax	Crane_Uca_mordax4	png	mordax	This drawing is from Crane (1975). It shows the denuded gonopod of {{mordax}}.
science	Crane1975	Crane	1975	Uca chlorophthalmus chlorophthalmus	Crane_Uca_chlorophthalmus_chlorophthalmus2	png	chlorophthalmus	This drawing is from Crane (1975). It shows the denuded gonopod of {{chlorophthalmus}}.
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes3	png	crassipes	This drawing is from Crane (1975). It shows the denuded gonopod of {{crassipes}}.
science	Crane1975	Crane	1975	Uca triangularis triangularis	Crane_Uca_triangularis_triangularis1	png	triangularis	This drawing is from Crane (1975). It shows the denuded gonopods of {{triangularis}} from different regions (New Caledonia on the left; Philippines on the right).
science	Crane1975	Crane	1975	Uca triangularis bengali	Crane_Uca_triangularis_bengali1	png	bengali	This drawing is from Crane (1975). It shows the denuded gonopod of {{bengali}}.
science	Crane1975	Crane	1975	Uca zacae	Crane_Uca_zacae2	png	zacae	This drawing is from Crane (1975). It shows the denuded gonopod of {{zacae}}.
science	Crane1975	Crane	1975	Uca speciosa speciosa	Crane_Uca_speciosa_speciosa1	png	speciosa	This drawing is from Crane (1975). It shows the denuded gonopod of {{speciosa}}.
science	Crane1975	Crane	1975	Uca speciosa spinicarpa	Crane_Uca_speciosa_spinicarpa1	png	spinicarpa	This drawing is from Crane (1975). It shows the denuded gonopod of {{spinicarpa}}.
science	Crane1975	Crane	1975	Uca tenuipedis	Crane_Uca_tenuipedis2	png	tenuipedis	This drawing is from Crane (1975). It shows the denuded gonopod of {{tenuipedis}}.
science	Crane1975	Crane	1975	Uca uruguayensis	Crane_Uca_uruguayensis1	png	uruguayensis	This drawing is from Crane (1975). It shows the denuded gonopod of {{uruguayensis}}.
science	Crane1975	Crane	1975	Uca argillicola	Crane_Uca_argillicola2	png	argillicola	This drawing is from Crane (1975). It shows the denuded gonopod of {{argillicola}}.
science	Crane1975	Crane	1975	Uca deichmanni	Crane_Uca_deichmanni2	png	deichmanni	This drawing is from Crane (1975). It shows the denuded gonopod of {{deichmanni}}.
science	Crane1975	Crane	1975	Uca lactea annulipes	Crane_Uca_lactea_annulipes5	png	annulipes	This drawing is from Crane (1975). It shows the denuded gonopod of {{annulipes}}.
science	Crane1975	Crane	1975	Uca lactea mjobergi	Crane_Uca_lactea_mjobergi5	png	mjoebergi	This drawing is from Crane (1975). It shows the denuded gonopod of {{mjoebergi}}.
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa4	png	perplexa	This drawing is from Crane (1975). It shows the denuded gonopod of {{perplexa}}.
science	Crane1975	Crane	1975	Uca lactea lactea	Crane_Uca_lactea_lactea1	png	lactea	This drawing is from Crane (1975). It shows the denuded gonopod of {{lactea}}.
science	Crane1975	Crane	1975	Uca inversa inversa	Crane_Uca_inversa_inversa1	png	inversa	This drawing is from Crane (1975). It shows the denuded gonopod of {{inversa}}.
science	Crane1975	Crane	1975	Uca inversa sindensis	Crane_Uca_inversa_sindensis1	png	sindensis	This drawing is from Crane (1975). It shows the denuded gonopod of {{sindensis}}.
science	Crane1975	Crane	1975	Uca musica musica	Crane_Uca_musica_musica1	png	musica	This drawing is from Crane (1975). It shows the denuded gonopod of {{musica}}
science	Crane1975	Crane	1975	Uca musica terpsichores	Crane_Uca_musica_terpsichores3	png	terpsichores	This drawing is from Crane (1975). It shows the denuded gonopod of {{terpsichores}}.
science	Crane1975	Crane	1975	Uca leptodactyla	Crane_Uca_leptodactyla2	png	leptodactyla	This drawing is from Crane (1975). It shows the denuded gonopod of {{leptodactyla}}.
science	Crane1975	Crane	1975	Uca pugilator	Crane_Uca_pugilator2	png	pugilator	This drawing is from Crane (1975). It shows the denuded gonopod of {{pugilator}}.
science	Crane1975	Crane	1975	Uca batuenta	Crane_Uca_batuenta4	png	batuenta	This drawing is from Crane (1975). It shows the denuded gonopod of {{batuenta}}.
science	Crane1975	Crane	1975	Uca crenulata crenulata	Crane_Uca_crenulata_crenulata1	png	crenulata	This drawing is from Crane (1975). It shows the denuded gonopod of {{crenulata}}.
science	Crane1975	Crane	1975	Uca crenulata coloradensis	Crane_Uca_crenulata_coloradensis1	png	coloradensis	This drawing is from Crane (1975). It shows the denuded gonopod of {{coloradensis}}.
science	Crane1975	Crane	1975	Uca latimanus	Crane_Uca_latimanus5	png	latimanus	This drawing is from Crane (1975). It shows the denuded gonopod of {{latimanus}}.
science	Crane1975	Crane	1975	Uca saltitanta	Crane_Uca_saltitanta3	png	saltitanta	This drawing is from Crane (1975). It shows the denuded gonopod of {{saltitanta}}.
science	Crane1975	Crane	1975	Uca tomentosa	Crane_Uca_tomentosa4	png	tomentosa	This drawing is from Crane (1975). It shows the denuded gonopod of {{tomentosa}}.
science	Crane1975	Crane	1975	Uca limicola	Crane_Uca_limicola2	png	limicola	This drawing is from Crane (1975). It shows the denuded gonopod of {{limicola}}.
science	Crane1975	Crane	1975	Uca inaequalis	Crane_Uca_inaequalis3	png	inaequalis	This drawing is from Crane (1975). It shows the denuded gonopod of {{inaequalis}}.
science	Crane1975	Crane	1975	Uca cumulanta	Crane_Uca_cumulanta3	png	cumulanta	This drawing is from Crane (1975). It shows the denuded gonopod of {{cumulanta}}.
science	Crane1975	Crane	1975	Uca tallanica	Crane_Uca_tallanica1	png	tallanica	This drawing is from Crane (1975). It shows the denuded gonopod of {{tallanica}}.
science	Crane1975	Crane	1975	Uca oerstedi	Crane_Uca_oerstedi4	png	oerstedi	This drawing is from Crane (1975). It shows the denuded gonopod of {{oerstedi}}.
science	Crane1975	Crane	1975	Uca helleri	Crane_Uca_helleri2	png	helleri	This drawing is from Crane (1975). It shows the denuded gonopod of {{helleri}}.
science	Crane1975	Crane	1975	Uca festae	Crane_Uca_festae1	png	festae	This drawing is from Crane (1975). It shows two denuded gonopods of {{festae}}.
science	Crane1975	Crane	1975	Uca beebei	Crane_Uca_beebei3	png	beebei	This drawing is from Crane (1975). It shows the denuded gonopod of {{beebei}}.
science	Crane1975	Crane	1975	Uca stenodactylus	Crane_Uca_stenodactylus3	png	stenodactylus	This drawing is from Crane (1975). It shows the denuded gonopod of {{stenodactylus}}.
science	Crane1975	Crane	1975	Uca leptochela	Crane_Uca_leptochela1	png	festae	This drawing is from Crane (1975). It shows the denuded gonopod of what was called <em class="species">Uca leptochela,</em> a species now known to be the same as {{festae}}.
science	Crane1975	Crane	1975	Uca dorotheae	Crane_Uca_dorotheae1	png	dorotheae	This drawing is from Crane (1975). It shows the denuded gonopod of {{dorotheae}}.
science	Crane1975	Crane	1975	Uca thayeri thayeri	Crane_Uca_thayeri_thayeri2	png	thayeri	This drawing is from Crane (1975). It shows the denuded gonopod of {{thayeri}}.
science	Crane1975	Crane	1975	Uca thayeri umbratila	Crane_Uca_thayeri_umbratila1	png	umbratila	This drawing is from Crane (1975). It shows the denuded gonopod of {{umbratila}}.
science	Crane1975	Crane	1975	Uca dussumieri spinata	Crane_Uca_dussumieri_spinata4	png	paradussumieri	This drawing is from Crane (1975). It shows the gonopod (with setae) of {{paradussumieri}}.
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani3	png	maracoani	This drawing is from Crane (1975). It shows the gonopod (with setae) of {{maracoani}}.
science	Crane1975	Crane	1975	Uca vocans vocans	Crane_Uca_vocans_vocans3	png	vocans	This drawing is from Crane (1975). It shows the gonopod (with setae) of {{vocans}}.
science	Crane1975	Crane	1975	Uca leptodactyla	Crane_Uca_leptodactyla3	png	leptodactyla	This drawing is from Crane (1975). It shows the gonopod (with setae) of {{leptodactyla}}.
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes4	png	crassipes	This drawing is from Crane (1975). It shows the gonopod (with setae) of {{crassipes}}.
science	Crane1975	Crane	1975	Uca cumulanta	Crane_Uca_cumulanta4	png	cumulanta	This drawing is from Crane (1975). It shows the gonopod (with setae) of {{cumulanta}}.
science	Crane1975	Crane	1975	Uca thayeri thayeri	Crane_Uca_thayeri_thayeri3	png	thayeri	This drawing is from Crane (1975). It shows the gonopod (with setae) of {{thayeri}}.
science	Crane1975	Crane	1975	Uca forcipata	Crane_Uca_forcipata3	png	forcipata	This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in {{forcipata}}.
science	Crane1975	Crane	1975	Uca dussumieri spinata	Crane_Uca_dussumieri_spinata5	png	paradussumieri	This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in {{paradussumieri}}.
science	Crane1975	Crane	1975	Uca vocans vocans	Crane_Uca_vocans_vocans4	png	vocans	This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in {{vocans}}.
science	Crane1975	Crane	1975	Uca coarctata flammula	Crane_Uca_coarctata_flammula8	png	flammula	This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in {{flammula}}.
science	Crane1975	Crane	1975	Uca coarctata coarctata	Crane_Uca_coarctata_coarctata5	png	coarctata	This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in {{coarctata}}.
science	Crane1975	Crane	1975	Uca urvillei	Crane_Uca_urvillei10	png	urvillei	This drawing is from Crane (1975). It contrasts a brachychelous (original) claw (above) against a leptochelous (regenerated) claw (below) in {{urvillei}}.
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes5	png	crassipes	This drawing is from Crane (1975). It illustrates a major claw of {{crassipes}}.
science	Crane1975	Crane	1975	Uca ornata	Crane_Uca_ornata4	png	ornata	This drawing is from Crane (1975). It illustrates a major claw of {{ornata}}.
science	Crane1975	Crane	1975	Uca musica terpsichores	Crane_Uca_musica_terpsichores4	png	terpsichores	This drawing is from Crane (1975). It illustrates a major claw of {{terpsichores}}.
science	Crane1975	Crane	1975	Uca inversa inversa	Crane_Uca_inversa_inversa2	png	inversa	This drawing is from Crane (1975). It illustrates a major claw of {{inversa}}.
science	Crane1975	Crane	1975	Uca pugnax pugnax	Crane_Uca_pugnax_pugnax3	png	pugnax	This drawing is from Crane (1975). It illustrates a major claw of {{pugnax}}.
science	Crane1975	Crane	1975	Uca saltitanta	Crane_Uca_saltitanta4	png	saltitanta	This drawing is from Crane (1975). It illustrates a major claw of {{saltitanta}}.
science	Crane1975	Crane	1975	Uca coarctata coarctata	Crane_Uca_coarctata_coarctata6	png	coarctata	This drawing is from Crane (1975). It illustrates the frontal view of {{coarctata}}, with an emphasis on the shape and proportion of the eyestalks.
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa5	png	perplexa	This drawing is from Crane (1975). It illustrates the frontal view of {{perplexa}}, with an emphasis on the shape and proportion of the eyestalks.
science	Crane1975	Crane	1975	Uca polita	Crane_Uca_polita7	png	polita	This drawing is from Crane (1975). It illustrates the frontal view of {{polita}}, with an emphasis on the shape and proportion of the eyestalks.
science	Crane1975	Crane	1975	Uca inaequalis	Crane_Uca_inaequalis4	png	inaequalis	This drawing is from Crane (1975). It illustrates the frontal view of {{inaequalis}}, with an emphasis on the shape and proportion of the eyestalks.
science	Crane1975	Crane	1975	Uca chlorophthalmus crassipes	Crane_Uca_chlorophthalmus_crassipes6	png	crassipes	This drawing is from Crane (1975). It illustrates the frontal view of {{crassipes}}, with an emphasis on the shape and proportion of the eyestalks.
science	Crane1975	Crane	1975	Uca musica terpsichores	Crane_Uca_musica_terpsichores5	png	terpsichores	This drawing is from Crane (1975). It illustrates the frontal view of {{terpsichores}}, with an emphasis on the shape and proportion of the eyestalks.
science	Crane1975	Crane	1975	Uca ornata	Crane_Uca_ornata5	png	ornata	This drawing is from Crane (1975). It illustrates the frontal view of {{ornata}}, with an emphasis on the shape and proportion of the eyestalks.
science	Crane1975	Crane	1975	Uca burgersi	Crane_Uca_burgersi3	png	burgersi	This drawing is from Crane (1975). It illustrates the frontal view of {{burgersi}}, with an emphasis on the shape and proportion of the eyestalks.
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani4	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of various postures found in {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani5	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of various postures found in {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani6	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of various postures found in {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani7	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of various postures found in {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani8	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of various postures found in {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani9	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of various postures found in {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani10	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of various postures found in {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani11	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of various postures found in {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani12	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of the waving display of {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani13	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of the waving display of {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani14	png	maracoani	This drawing is from Crane (1975). It one of a series of illustrations of the waving display of {{maracoani}}. 
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani15	png	maracoani	This drawing is from Crane (1975). It illustrates pre-copulatory behavior in {{maracoani}}, with the male approaching the female in her burrow.
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani16	png	maracoani	This drawing is from Crane (1975). It illustrates pre-copulatory behavior in {{maracoani}}, with the male stroking and plucking the female as he mounts.
science	Crane1975	Crane	1975	Uca maracoani maracoani	Crane_Uca_maracoani_maracoani17	png	maracoani	This drawing is from Crane (1975). It illustrates the copulation position in {{maracoani}}.
science	Crane1975	Crane	1975	Uca rapax rapax	Crane_Uca_rapax_rapax2	png	rapax	This drawing is from Crane (1975). It illustrates the typical rest position of a male {{rapax}}.
science	Crane1975	Crane	1975	Uca rapax rapax	Crane_Uca_rapax_rapax3	png	rapax	This drawing is from Crane (1975). It illustrates the maximum cheliped reach during a wave of {{rapax}}.
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa6	png	perplexa	This drawing is from Crane (1975). It is the first of a series of illustrations of waving in {{perplexa}}. This figure illustrates the rest position.
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa7	png	perplexa	This drawing is from Crane (1975). It is the second of a series of illustrations of waving in {{perplexa}}. This figure illustrates the flexed outward posistion.
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa8	png	perplexa	This drawing is from Crane (1975). It is the third of a series of illustrations of waving in {{perplexa}}. This figure illustrates the raised posistion.
science	Crane1975	Crane	1975	Uca lactea perplexa	Crane_Uca_lactea_perplexa9	png	perplexa	This drawing is from Crane (1975). It is the final of a series of illustrations of waving in {{perplexa}}. This figure illustrates the return to the rest position.
science	Crane1975	Crane	1975	Uca acuta rhizophorae	Crane_Uca_acuta_rhizophorae2	png	rhizophorae	This drawing is from Crane (1975). It contrasts the resting position (left) versus the height of the vertical wave (right) in {{rhizophorae}}.
science	Crane1975	Crane	1975	Uca bellator bellator	Crane_Uca_bellator_bellator3	png	bellator	This drawing is from Crane (1975). It contrasts the resting position (left) versus the height of the vertical wave (right) in {{bellator}}.
science	Crane1975	Crane	1975	Uca demani demani	Crane_Uca_demani_demani2	png	demani	This drawing is from Crane (1975). It contrasts the resting position (left) versus the height of the vertical wave (right) in {{demani}}.
science	Crane1975	Crane	1975	Uca	Crane_Uca13	png	n/a	This drawing is from Crane (1975), although it appears to be a better redrawing of a figure from her 1966 paper. It is a semidiagrammatic figure of a feeding position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1975	Crane	1975	Uca	Crane_Uca14	png	n/a	This drawing is from Crane (1975), although it appears to be a better redrawing of a figure from her 1966 paper. It is a semidiagrammatic figure of a vertical display position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1975	Crane	1975	Uca	Crane_Uca15	png	n/a	This drawing is from Crane (1975), although it appears to be a better redrawing of a figure from her 1966 paper. It is a semidiagrammatic figure of a lateral display position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1975	Crane	1975	Uca	Crane_Uca16	png	n/a	This drawing is from Crane (1975), although it appears to be a better redrawing of a figure from her 1966 paper. It is a semidiagrammatic figure of a lateral display position in fiddler crabs and not meant to represent a specific species, although it appears to be somewhat based on {{maracoani}}.
science	Crane1975	Crane	1975	Uca rapax rapax	Crane_Uca_rapax_rapax4	png	rapax	This drawing is from Crane (1975). It illustrates different types of major cheliped interactions during combat in {{rapax}}.
science	Allen1976	Allen	1976	Uca crenulata	Allen_Uca_crenulata	png	crenulata	This drawing is from Allen (1976).
science	Brown1979	Brown et al.	1979	Uca pugilator	Brown_Uca_pugilator1	png	pugilator	This drawing is from Brown <em>et al.</em> (1979).
science	Brown1979	Brown et al.	1979	Uca pugilator	Brown_Uca_pugilator2	png	pugilator	This drawing is from Brown <em>et al.</em> (1979).
science	Thurman1981.1	Thurman	1981	Uca rapax	Thurman_Uca_rapax1	png	rapax	This drawing is from Thurman (1981). It illustrates the male gonopod of {{rapax}}.
science	Thurman1981.1	Thurman	1981	Uca marguerita	Thurman_Uca_marguerita1	png	marguerita	This drawing is from Thurman (1981). It illustrates the male gonopod of {{marguerita}}.
science	Thurman1981.1	Thurman	1981	Uca burgersi	Thurman_Uca_burgersi1	png	burgersi	This drawing is from Thurman (1981). It illustrates the male gonopod of {{burgersi}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis1	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the anterior and posterior surfaces of the major claw of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis2	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the anterior and posterior surfaces of the minor claw of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis3	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the anterior view of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis4	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the dorsal view of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis5	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the second maxilliped and spoon-tipped setae of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis6	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the first maxilliped of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis7	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the female (left) and male (right) abdomens of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis8	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the lateral view of the left gonopod of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis9	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the female gonopoe (below) and distal view of male gonopod (above) of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis10	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the lateral view of the left gonopod of a young {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis11	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the anterior side of the first ambulatory leg on the major side of {{sindensis}}, to illustrate the surface rugosity.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis12	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the carapace shape of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis13	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the anterior surfaces of a regenerated major claw in {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca sindensis	Collins_Uca_sindensis14	png	sindensis	This drawing is from Collins <em>et al.</em> (1984). It illustrates the posterodorsal view of the merus and carpus of {{sindensis}}.
science	Collins1984	Collins et al.	1984	Uca inversa	Collins_Uca_inversa1	png	inversa	This drawing is from Collins <em>et al.</em> (1984). It illustrates the lateral view of the left gonopod of {{inversa}}.
science	Collins1984	Collins et al.	1984	Uca inversa	Collins_Uca_inversa2	png	inversa	This drawing is from Collins <em>et al.</em> (1984). It illustrates the female gonopoe (below) and distal view of male gonopod (above) of {{inversa}}.
science	Collins1984	Collins et al.	1984	Uca inversa	Collins_Uca_inversa3	png	inversa	This drawing is from Collins <em>et al.</em> (1984). It illustrates the anterior surface of the minor claw of {{inversa}}.
